SampleLabel,Date,Location,Trip,Year,Metric,Conc,Units,Notes
EM_C_3.21_ADM_R2,20210820,Emerald,3,2021,AFDM,0,g_per_cm2,NA
EM_C_3.21_ADM_R3,20210820,Emerald,3,2021,AFDM,0.028,g,NA
EM_C_3.21_ADM_R3,20210820,Emerald,3,2021,AFDM,0,g_per_cm2,NA
PE_A_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0.025,g,NA
PE_A_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_A_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0.024,g,NA
PE_A_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_A_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0.023,g,NA
PE_A_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_B_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0.011,g,NA
PE_B_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_B_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0.013,g,NA
PE_B_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_B_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0.009,g,NA
PE_B_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_C_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0.021,g,NA
PE_C_3.21_ADM_R1,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_C_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0.018,g,NA
PE_C_3.21_ADM_R2,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
PE_C_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0.02,g,NA
PE_C_3.21_ADM_R3,20210821,Pear,3,2021,AFDM,0,g_per_cm2,NA
LY_A_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0.013,g,NA
LY_A_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_A_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0.008,g,NA
LY_A_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_A_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0.013,g,NA
LY_A_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_B_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0.038,g,NA
LY_B_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_B_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0.03,g,NA
LY_B_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_B_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0.032,g,NA
LY_B_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_C_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0.006,g,NA
LY_C_3.21_ADM_R1,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_C_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0.007,g,NA
LY_C_3.21_ADM_R2,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
LY_C_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0.006,g,NA
LY_C_3.21_ADM_R3,20210819,Lyness,3,2021,AFDM,0,g_per_cm2,NA
FR_A_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0.029,g,NA
FR_A_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_A_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0.026,g,NA
FR_A_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_A_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0.065,g,NA
FR_A_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0.001,g_per_cm2,NA
FR_B_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0.007,g,NA
FR_B_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_B_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0.005,g,NA
FR_B_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_B_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0.005,g,NA
FR_B_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_C_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0.009,g,NA
FR_C_3.21_ADM_R1,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_C_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0.01,g,NA
FR_C_3.21_ADM_R2,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
FR_C_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0.009,g,NA
FR_C_3.21_ADM_R3,20210818,Frog,3,2021,AFDM,0,g_per_cm2,NA
TO_A_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0.016,g,NA
TO_A_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_A_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0.011,g,NA
TO_A_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_A_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0.01,g,NA
TO_A_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_B_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0.004,g,NA
TO_B_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_B_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0.004,g,NA
TO_B_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_B_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0.005,g,NA
TO_B_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_C_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0.008,g,NA
TO_C_3.21_ADM_R1,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_C_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0.01,g,NA
TO_C_3.21_ADM_R2,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
TO_C_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0.011,g,NA
TO_C_3.21_ADM_R3,20210821,Topaz,3,2021,AFDM,0,g_per_cm2,NA
EM_A_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0.042,g,NA
EM_A_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
EM_A_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0.079,g,NA
EM_A_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0.001,g_per_cm2,NA
EM_A_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0.099,g,NA
EM_A_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0.001,g_per_cm2,NA
EM_B_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0.031,g,NA
EM_B_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
EM_B_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0.037,g,NA
EM_B_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
EM_B_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0.103,g,NA
EM_B_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0.001,g_per_cm2,NA
EM_C_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0.017,g,NA
EM_C_5.22_ADM_R1,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
EM_C_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0.011,g,NA
EM_C_5.22_ADM_R2,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
EM_C_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0.014,g,NA
EM_C_5.22_ADM_R3,20221015,Emerald,5,2022,AFDM,0,g_per_cm2,NA
FR_A_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0.007,g,NA
FR_A_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_A_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0.008,g,NA
FR_A_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_A_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0.009,g,NA
FR_A_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_B_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0.023,g,NA
FR_B_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_B_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0.023,g,NA
FR_B_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_B_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0.019,g,NA
FR_B_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0,g_per_cm2,NA
FR_C_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0.241,g,NA
FR_C_5.22_ADM_R1,20221014,Frog,5,2022,AFDM,0.002,g_per_cm2,NA
FR_C_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0.335,g,NA
FR_C_5.22_ADM_R2,20221014,Frog,5,2022,AFDM,0.003,g_per_cm2,NA
FR_C_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0.166,g,NA
FR_C_5.22_ADM_R3,20221014,Frog,5,2022,AFDM,0.002,g_per_cm2,NA
HE_A_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.226,g,NA
HE_A_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.002,g_per_cm2,NA
HE_A_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0.134,g,NA
HE_A_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0.001,g_per_cm2,NA
HE_A_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0.126,g,NA
HE_A_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0.001,g_per_cm2,NA
HE_B_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.051,g,NA
HE_B_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.001,g_per_cm2,NA
HE_B_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0.04,g,NA
HE_B_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0,g_per_cm2,NA
HE_B_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0.035,g,NA
HE_B_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0,g_per_cm2,NA
HE_C_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.216,g,NA
HE_C_5.22_ADM_R1,20221013,Heather,5,2022,AFDM,0.002,g_per_cm2,NA
HE_C_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0.237,g,NA
HE_C_5.22_ADM_R2,20221013,Heather,5,2022,AFDM,0.002,g_per_cm2,NA
HE_C_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0.104,g,NA
HE_C_5.22_ADM_R3,20221013,Heather,5,2022,AFDM,0.001,g_per_cm2,NA
LY_A_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0.051,g,NA
LY_A_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0,g_per_cm2,NA
LY_A_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0.038,g,NA
LY_A_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0,g_per_cm2,NA
LY_A_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0.032,g,NA
LY_A_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0,g_per_cm2,NA
LY_B_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0.038,g,NA
LY_B_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0,g_per_cm2,NA
LY_B_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0.056,g,NA
LY_B_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0.001,g_per_cm2,NA
LY_B_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0.075,g,NA
LY_B_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0.001,g_per_cm2,NA
LY_C_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0.054,g,NA
LY_C_5.22_ADM_R1,20221012,Lyness,5,2022,AFDM,0.001,g_per_cm2,NA
LY_C_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0.041,g,NA
LY_C_5.22_ADM_R2,20221012,Lyness,5,2022,AFDM,0,g_per_cm2,NA
LY_C_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0.051,g,NA
LY_C_5.22_ADM_R3,20221012,Lyness,5,2022,AFDM,0.001,g_per_cm2,NA
PE_A_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0.089,g,NA
PE_A_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0.001,g_per_cm2,NA
PE_A_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0.087,g,NA
PE_A_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0.001,g_per_cm2,NA
PE_A_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0.067,g,NA
PE_A_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0.001,g_per_cm2,NA
PE_B_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0.003,g,NA
PE_B_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
PE_B_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0.004,g,NA
PE_B_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
PE_B_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0.002,g,NA
PE_B_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
PE_C_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0.019,g,NA
PE_C_5.22_ADM_R1,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
PE_C_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0.024,g,NA
PE_C_5.22_ADM_R2,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
PE_C_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0.023,g,NA
PE_C_5.22_ADM_R3,20221011,Pear,5,2022,AFDM,0,g_per_cm2,NA
TO_A_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0.011,g,NA
TO_A_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_A_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0.008,g,NA
TO_A_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_A_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0.009,g,NA
TO_A_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_B_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0.006,g,NA
TO_B_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_B_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0.009,g,NA
TO_B_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_B_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0.006,g,NA
TO_B_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_C_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0.014,g,NA
TO_C_5.22_ADM_R1,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_C_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0.015,g,NA
TO_C_5.22_ADM_R2,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
TO_C_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0.016,g,NA
TO_C_5.22_ADM_R3,20221014,Topaz,5,2022,AFDM,0,g_per_cm2,NA
EM_A_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0.032,g,NA
EM_A_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0,g_per_cm2,NA
EM_A_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0.052,g,NA
EM_A_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
EM_A_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.053,g,NA
EM_A_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
EM_A_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0.03,g,Sample EMA4 was in pan EMB4.
EM_A_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0,g_per_cm2,Sample EMA4 was in pan EMB4.
EM_B_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0.147,g,NA
EM_B_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
EM_B_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0.018,g,NA
EM_B_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0,g_per_cm2,NA
EM_B_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.744,g,NA
EM_B_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.007,g_per_cm2,NA
EM_B_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0.035,g,Sample EMB4 was in pan EMA4.
EM_B_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0,g_per_cm2,Sample EMB4 was in pan EMA4.
EM_C_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0.037,g,NA
EM_C_5.21_ADM_01,20211117,Emerald,5,2021,AFDM,0,g_per_cm2,NA
EM_C_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0.071,g,NA
EM_C_5.21_ADM_02,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
EM_C_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.054,g,NA
EM_C_5.21_ADM_03,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
EM_C_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0.077,g,NA
EM_C_5.21_ADM_04,20211117,Emerald,5,2021,AFDM,0.001,g_per_cm2,NA
FR_A_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0.075,g,NA
FR_A_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0.001,g_per_cm2,NA
FR_A_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0.188,g,NA
FR_A_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0.002,g_per_cm2,NA
FR_A_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0.137,g,NA
FR_A_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0.001,g_per_cm2,NA
FR_A_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0.172,g,NA
FR_A_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0.002,g_per_cm2,NA
FR_B_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0.018,g,NA
FR_B_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_B_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0.02,g,NA
FR_B_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_B_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0.024,g,NA
FR_B_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_B_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0.009,g,NA
FR_B_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_C_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0.011,g,NA
FR_C_5.21_ADM_01,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_C_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0.011,g,NA
FR_C_5.21_ADM_02,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_C_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0.013,g,NA
FR_C_5.21_ADM_03,20211117,Frog,5,2021,AFDM,0,g_per_cm2,NA
FR_C_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0.016,g,"FRC4 spilled after ashing, may have higher apparent AFDM than actual."
FR_C_5.21_ADM_04,20211117,Frog,5,2021,AFDM,0,g_per_cm2,"FRC4 spilled after ashing, may have higher apparent AFDM than actual."
HE_A_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0.048,g,NA
HE_A_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0,g_per_cm2,NA
HE_A_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.054,g,NA
HE_A_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.001,g_per_cm2,NA
HE_A_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0.046,g,NA
HE_A_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0,g_per_cm2,NA
HE_A_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0.043,g,NA
HE_A_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0,g_per_cm2,NA
HE_B_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0.046,g,NA
HE_B_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0,g_per_cm2,NA
HE_B_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.054,g,NA
HE_B_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.001,g_per_cm2,NA
HE_B_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0.412,g,NA
HE_B_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0.004,g_per_cm2,NA
HE_C_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0.088,g,NA
HE_C_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0.001,g_per_cm2,NA
HE_C_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0.057,g,NA
HE_C_5.21_ADM_01,20211117,Heather,5,2021,AFDM,0.001,g_per_cm2,NA
HE_C_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.145,g,NA
HE_C_5.21_ADM_02,20211117,Heather,5,2021,AFDM,0.001,g_per_cm2,NA
HE_C_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0.209,g,NA
HE_C_5.21_ADM_03,20211117,Heather,5,2021,AFDM,0.002,g_per_cm2,NA
HE_B_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0.025,g,NA
HE_B_5.21_ADM_04,20211117,Heather,5,2021,AFDM,0,g_per_cm2,NA
LY_A_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0.056,g,NA
LY_A_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0.001,g_per_cm2,NA
LY_A_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0.053,g,NA
LY_A_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0.001,g_per_cm2,NA
LY_A_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0.05,g,NA
LY_A_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_A_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0.084,g,NA
LY_A_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0.001,g_per_cm2,NA
LY_B_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0.041,g,NA
LY_B_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_B_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0.032,g,NA
LY_B_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_B_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0.045,g,NA
LY_B_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_B_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0.036,g,NA
LY_B_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_C_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0.041,g,NA
LY_C_5.21_ADM_01,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_C_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0.043,g,NA
