SampleLabel,Date,Location,Trip,Year,Metric,Conc,Units,Notes
LY_C_5.21_ADM_02,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_C_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0.042,g,NA
LY_C_5.21_ADM_03,20211117,Lyness,5,2021,AFDM,0,g_per_cm2,NA
LY_C_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0.061,g,NA
LY_C_5.21_ADM_04,20211117,Lyness,5,2021,AFDM,0.001,g_per_cm2,NA
PE_A_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0.381,g,NA
PE_A_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0.004,g_per_cm2,NA
PE_A_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0.469,g,NA
PE_A_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0.005,g_per_cm2,NA
PE_A_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0.259,g,possible twig or other non-periphyton matter.
PE_A_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0.003,g_per_cm2,possible twig or other non-periphyton matter.
PE_A_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0.237,g,"spilled after 105 step, recovered for ashing.  Cannot use wts for moisture, fine for AFDM."
PE_A_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0.002,g_per_cm2,"spilled after 105 step, recovered for ashing.  Cannot use wts for moisture, fine for AFDM."
PE_B_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0.023,g,mostly sand?
PE_B_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0,g_per_cm2,mostly sand?
PE_B_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0.003,g,NA
PE_B_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0,g_per_cm2,NA
PE_B_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0.003,g,NA
PE_B_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0,g_per_cm2,NA
PE_B_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0.002,g,NA
PE_B_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0,g_per_cm2,NA
PE_C_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0.08,g,NA
PE_C_5.21_ADM_01,20211117,Pear,5,2021,AFDM,0.001,g_per_cm2,NA
PE_C_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0.091,g,NA
PE_C_5.21_ADM_02,20211117,Pear,5,2021,AFDM,0.001,g_per_cm2,NA
PE_C_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0.06,g,NA
PE_C_5.21_ADM_03,20211117,Pear,5,2021,AFDM,0.001,g_per_cm2,NA
PE_C_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0.08,g,NA
PE_C_5.21_ADM_04,20211117,Pear,5,2021,AFDM,0.001,g_per_cm2,NA
TO_A_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0.016,g,NA
TO_A_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_A_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0.013,g,NA
TO_A_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_A_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0.018,g,NA
TO_A_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_A_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0.022,g,NA
TO_A_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_B_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0.005,g,NA
TO_B_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_B_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0.003,g,NA
TO_B_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_B_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0.006,g,NA
TO_B_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_B_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0.006,g,NA
TO_B_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0,g_per_cm2,NA
TO_B_5.21_ADM_15,20211117,Topaz,5,2021,AFDM,NA,g,no sample.  Not sure what this was?
TO_B_5.21_ADM_15,20211117,Topaz,5,2021,AFDM,NA,g_per_cm2,no sample.  Not sure what this was?
TO_C_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0.098,g,NA
TO_C_5.21_ADM_01,20211117,Topaz,5,2021,AFDM,0.001,g_per_cm2,NA
TO_C_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0.093,g,NA
TO_C_5.21_ADM_02,20211117,Topaz,5,2021,AFDM,0.001,g_per_cm2,NA
TO_C_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0.051,g,NA
TO_C_5.21_ADM_03,20211117,Topaz,5,2021,AFDM,0.001,g_per_cm2,NA
TO_C_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0.094,g,"spilled after 105 step, recovered for ashing.  Cannot use wts for moisture, fine for AFDM."
TO_C_5.21_ADM_04,20211117,Topaz,5,2021,AFDM,0.001,g_per_cm2,"spilled after 105 step, recovered for ashing.  Cannot use wts for moisture, fine for AFDM."
HE_A_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0.069,g,NA
HE_A_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
HE_A_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.052,g,NA
HE_A_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
HE_A_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0.048,g,NA
HE_A_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0,g_per_cm2,NA
HE_B_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0.057,g,NA
HE_B_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
HE_B_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.066,g,NA
HE_B_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
HE_B_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0.056,g,NA
HE_B_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
HE_C_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0.02,g,NA
HE_C_3.22_ADM_R1,20220818,Heather,3,2022,AFDM,0,g_per_cm2,NA
HE_C_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.18,g,NA
HE_C_3.22_ADM_R2,20220818,Heather,3,2022,AFDM,0.002,g_per_cm2,NA
HE_C_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0.078,g,NA
HE_C_3.22_ADM_R3,20220818,Heather,3,2022,AFDM,0.001,g_per_cm2,NA
EM_A_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0.041,g,NA
EM_A_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_A_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0.047,g,NA
EM_A_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_A_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0.038,g,NA
EM_A_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_B_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0.016,g,NA
EM_B_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_B_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0.01,g,NA
EM_B_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_B_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0.017,g,NA
EM_B_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0,g_per_cm2,NA
EM_C_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0.128,g,had some pine needles
EM_C_3.22_ADM_R1,20220820,Emerald,3,2022,AFDM,0.001,g_per_cm2,had some pine needles
EM_C_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0.068,g,NA
EM_C_3.22_ADM_R2,20220820,Emerald,3,2022,AFDM,0.001,g_per_cm2,NA
EM_C_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0.088,g,NA
EM_C_3.22_ADM_R3,20220820,Emerald,3,2022,AFDM,0.001,g_per_cm2,NA
PE_A_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0.023,g,NA
PE_A_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_A_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0.019,g,NA
PE_A_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_A_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0.021,g,NA
PE_A_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_B_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0.004,g,NA
PE_B_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_B_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0.008,g,NA
PE_B_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_B_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0.006,g,NA
PE_B_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_C_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0.016,g,NA
PE_C_3.22_ADM_R1,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_C_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0.022,g,NA
PE_C_3.22_ADM_R2,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
PE_C_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0.011,g,NA
PE_C_3.22_ADM_R3,20220816,Pear,3,2022,AFDM,0,g_per_cm2,NA
LY_A_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0.015,g,NA
LY_A_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_A_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0.009,g,NA
LY_A_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_A_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0.009,g,NA
LY_A_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_B_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0.049,g,NA
LY_B_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_B_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0.059,g,NA
LY_B_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0.001,g_per_cm2,NA
LY_B_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0.077,g,NA
LY_B_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0.001,g_per_cm2,NA
LY_C_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0.027,g,NA
LY_C_3.22_ADM_R1,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_C_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0.04,g,NA
LY_C_3.22_ADM_R2,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
LY_C_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0.024,g,NA
LY_C_3.22_ADM_R3,20220817,Lyness,3,2022,AFDM,0,g_per_cm2,NA
FR_A_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0.028,g,NA
FR_A_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_A_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0.045,g,NA
FR_A_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_A_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0.045,g,NA
FR_A_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_B_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0.011,g,NA
FR_B_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_B_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0.014,g,NA
FR_B_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_B_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0.013,g,NA
FR_B_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_C_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0.006,g,NA
FR_C_3.22_ADM_R1,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_C_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0.005,g,NA
FR_C_3.22_ADM_R2,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
FR_C_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0.006,g,NA
FR_C_3.22_ADM_R3,20220819,Frog,3,2022,AFDM,0,g_per_cm2,NA
TO_A_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0.007,g,NA
TO_A_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_A_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0.005,g,NA
TO_A_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_A_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0.004,g,NA
TO_A_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_B_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0.004,g,NA
TO_B_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_B_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0.003,g,NA
TO_B_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_B_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0.004,g,NA
TO_B_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_C_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0.022,g,NA
TO_C_3.22_ADM_R1,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_C_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0.018,g,NA
TO_C_3.22_ADM_R2,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
TO_C_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0.02,g,NA
TO_C_3.22_ADM_R3,20220819,Topaz,3,2022,AFDM,0,g_per_cm2,NA
HE_A_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.354,g,NA
HE_A_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.003,g_per_cm2,NA
HE_A_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.276,g,NA
HE_A_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.003,g_per_cm2,NA
HE_A_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.554,g,NA
HE_A_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.005,g_per_cm2,NA
HE_B_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.109,g,NA
HE_B_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.001,g_per_cm2,NA
HE_B_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.126,g,NA
HE_B_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.001,g_per_cm2,NA
HE_B_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.151,g,NA
HE_B_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.001,g_per_cm2,NA
HE_C_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.057,g,NA
HE_C_4.22_ADM_R1,20220916,Heather,4,2022,AFDM,0.001,g_per_cm2,NA
HE_C_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.139,g,NA
HE_C_4.22_ADM_R2,20220916,Heather,4,2022,AFDM,0.001,g_per_cm2,NA
HE_C_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.182,g,NA
HE_C_4.22_ADM_R3,20220916,Heather,4,2022,AFDM,0.002,g_per_cm2,NA
EM_A_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0.088,g,NA
EM_A_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
EM_A_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0.07,g,NA
EM_A_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
EM_A_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0.078,g,NA
EM_A_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
EM_B_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0.01,g,NA
EM_B_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0,g_per_cm2,NA
EM_B_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0.014,g,NA
EM_B_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0,g_per_cm2,NA
EM_B_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0.024,g,NA
EM_B_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0,g_per_cm2,NA
EM_C_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0.128,g,NA
EM_C_4.22_ADM_R1,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
EM_C_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0.072,g,NA
EM_C_4.22_ADM_R2,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
EM_C_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0.128,g,NA
EM_C_4.22_ADM_R3,20220917,Emerald,4,2022,AFDM,0.001,g_per_cm2,NA
PE_A_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0.022,g,NA
PE_A_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_A_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0.016,g,NA
PE_A_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_A_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0.019,g,NA
PE_A_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_B_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0.009,g,NA
PE_B_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_B_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0.009,g,NA
PE_B_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_B_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0.005,g,NA
PE_B_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_C_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0.033,g,NA
PE_C_4.22_ADM_R1,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_C_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0.02,g,NA
PE_C_4.22_ADM_R2,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
PE_C_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0.023,g,NA
PE_C_4.22_ADM_R3,20220913,Pear,4,2022,AFDM,0,g_per_cm2,NA
LY_A_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0.025,g,NA
LY_A_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_A_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0.028,g,NA
LY_A_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_A_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0.021,g,NA
LY_A_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_B_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0.056,g,NA
LY_B_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0.001,g_per_cm2,NA
LY_B_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0.044,g,NA
LY_B_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_B_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0.044,g,NA
LY_B_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_C_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0.024,g,NA
LY_C_4.22_ADM_R1,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_C_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0.026,g,NA
LY_C_4.22_ADM_R2,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
LY_C_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0.026,g,NA
LY_C_4.22_ADM_R3,20220914,Lyness,4,2022,AFDM,0,g_per_cm2,NA
FR_A_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0.067,g,NA
FR_A_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0.001,g_per_cm2,NA
FR_A_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0.151,g,NA
FR_A_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0.001,g_per_cm2,NA
FR_A_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0.043,g,NA
FR_A_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_B_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0.045,g,NA
FR_B_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_B_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0.029,g,NA
FR_B_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_B_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0.032,g,NA
FR_B_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_C_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0.005,g,NA
FR_C_4.22_ADM_R1,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_C_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0.014,g,NA
FR_C_4.22_ADM_R2,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
FR_C_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0.007,g,NA
FR_C_4.22_ADM_R3,20220915,Frog,4,2022,AFDM,0,g_per_cm2,NA
TO_A_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0.008,g,NA
TO_A_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_A_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0.009,g,NA
TO_A_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_A_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0.008,g,NA
TO_A_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_B_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0.005,g,NA
TO_B_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_B_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0.007,g,NA
TO_B_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_B_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0.007,g,NA
TO_B_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_C_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0.037,g,NA
TO_C_4.22_ADM_R1,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_C_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0.027,g,NA
TO_C_4.22_ADM_R2,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
TO_C_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0.029,g,NA
TO_C_4.22_ADM_R3,20220915,Topaz,4,2022,AFDM,0,g_per_cm2,NA
